gvkey,tic,cik,conm
010651,TRAF,,TRANS-AIR FREIGHT SYSTEM INC
010652,TRB.2,,TRANS-BEACON CORP
010653,TRND.2,0000099089,TRANS DELTA CORP
010654,MDO.,,MADISON OIL CO
010655,1431B,0000099095,TRANS GRAPHICS INC
010656,TRNIQ,0000099102,TRANS-INDUSTRIES INC
010657,TRLA.1,0000717241,TRANS LOUISIANA GAS CO INC
010658,TNLX,0000099106,TRANS-LUX CORP
010658,5406B,0000099106,TRANS-LUX CORP
010659,TMP.1,,TRANS MOUNTAIN PIPE LINE
010660,TNLS,0000099114,TRANS NATIONAL LEASING INC
010661,TPP.3,,TRANS PRAIRIE PIPELINES LTD
010662,1973B,0000099133,TRANS SERVICES CORP
010663,TU.1,0000099141,TRANS UNION CORP
010664,TWEX,,TRANS WESTERN EXPLORATION
010665,3TWAIQ,0000278327,TRANS WORLD AIRLINES
010666,3TRAHE,0000102701,TRANSACT INTL INC
010667,TA.2,,TRANSAIR LTD
010668,TRS.1,,TRANSAIRCO INC
010669,TA.1,0000099189,TRANSAMERICA CORP
010670,TA2,0000099193,TRANSAMERICA FINANCE CORP
010671,TRP,0001232384,TC ENERGY CORP
010671,TRP.,0001232384,TC ENERGY CORP
010671,TCA.PR.X,0001232384,TC ENERGY CORP
010671,TCA.P,0001232384,TC ENERGY CORP
010671,TCA.PR.Y,0001232384,TC ENERGY CORP
010671,TCEYF,0001232384,TC ENERGY CORP
010671,TRP.PR.A,0001232384,TC ENERGY CORP
010671,TRPEF,0001232384,TC ENERGY CORP
010671,TRP.PR.B,0001232384,TC ENERGY CORP
010671,TCANF,0001232384,TC ENERGY CORP
010671,TRP.PR.C,0001232384,TC ENERGY CORP
010671,TRPPF,0001232384,TC ENERGY CORP
010671,TRP.PR.D,0001232384,TC ENERGY CORP
010671,TRPRF,0001232384,TC ENERGY CORP
010671,TRP.PR.E,0001232384,TC ENERGY CORP
010671,TNCAF,0001232384,TC ENERGY CORP
010671,TRP.PR.F,0001232384,TC ENERGY CORP
010671,TCNCF,0001232384,TC ENERGY CORP
010671,TRP.PR.G,0001232384,TC ENERGY CORP
010671,TRP.PR.H,0001232384,TC ENERGY CORP
010671,TRP.PR.I,0001232384,TC ENERGY CORP
010671,TRP.PR.J,0001232384,TC ENERGY CORP
010671,TRPFF,0001232384,TC ENERGY CORP
010671,TRP.PR.K,0001232384,TC ENERGY CORP
010672,E.2,0000099231,TRANSCO ENERGY CO
010673,EXP.3,0000720246,TRANSCO EXPLORATION  -LP
010674,TCRTS,0000099235,TRANSCO REALTY TRUST
010675,1387B,0000099240,TRANSCON BUILDERS INC
010676,USOO,0000351498,US 1 INDUSTRIES INC
010677,4243B,,TRANSCONTINENTAL ENERGY CORP
010678,E1,0000099250,TRANSCONTINENTAL GAS PIPE LN
010679,TINN.1,,TRANSCONTINENTAL MOTOR INNS
010680,1896B,0000099272,TRANSDATA CORP
010681,XNSR,0000099275,TRANSDUCER SYSTEMS INC
010682,TDSO,,TRANSDYNE CORP
010683,TGCO,0000099285,TRANSIDYNE GENERAL CORP
010684,4482B,0000099296,TRANSITRON ELECTRONIC CORP
010685,TRNS,0000099302,TRANSCAT INC
010686,TRNT,0000099313,TRANSNET CORP
010687,TOCN,0000099316,TRANSOCEAN OIL INC
010688,TOY.1,,TRANSOGRAM CO
010689,3TFCN,0000099321,TRANSCAPITAL FINANCIAL CORP
010690,TEJ1,0000099323,TRANSOK INC
010691,TIP.2,0000099343,TRANSPORT POOL CORP
010692,BZC,0000099359,BREEZE-EASTERN CORP
010693,3TTORE,0000746630,TRANSTECTOR SYSTEMS INC
010694,1293A,0000007166,TRANS STERLING INC
010695,TAR.1,,TRANSAMERICA RLTY INVESTORS
010696,TA1,0000837757,TRANSAMERICA OCCIDENTAL LIFE
010697,TNW.,0000099369,TRANSWAY INTERNATIONAL CORP
010698,4022A,0000099379,TRANSWESTERN PIPELINE CO
010699,TWLQ,,TRANSWORLD LIQUIDATING TRUST
010700,1889B,,TRANSWORLD CORP  -CL A
010701,TWLD10,0000099382,TRANSWORLD INVESTMENT CORP
010702,1426B,0000099386,TRANSWORLD SERVICES INC
010703,TNZ,0000001761,TRANZONIC COS
010703,TNZ.B,0000001761,TRANZONIC COS
010704,TEQPQ,0000099419,TRAVEL EQUIPMENT CORP
010705,TIC.1,0000099429,TRAVELERS CORP
010706,2819B,0000099461,TRAVELODGE INTERNATIONAL INC
010707,TCO.1,,TREADWAY COS INC
010708,1407B,,TREASURE ISLE INC
010708,5517B,,TREASURE ISLE INC
010709,TREM,0000099535,TREMCO INC
010710,2820B,0000070328,TREXAR CORP
010711,TRIC.1,0000099608,OCM LIQUIDATING CORP
010712,4190B,,TRI-COMP SENSORS INC
010713,TY,0000099614,TRI-CONTINENTAL CORP
010713,TY.P,0000099614,TRI-CONTINENTAL CORP
010713,TY11,0000099614,TRI-CONTINENTAL CORP
010714,TSI.1,,TRI-SOUTH INVESTMENTS INC
010715,7492A,0000744081,TRI-STATE MOTOR TRANSIT
010716,TRIW,,TRI-WALL CONTAINERS INC
010717,TRSC.,0000313867,TRIAD SYSTEMS CORP
010718,2485B,0000099688,TRIANGLE BRICK CO
010719,ASW.1,0000099703,AUDITS & SURVEYS WORLDWIDE
010720,3THPDE,0000099693,TRIANGLE HOME PRODUCTS INC
010721,5934A,0000099694,TRIAN HOLDINGS INC
010722,TRMW,0000707889,TRIANGLE MICROWAVE INC
010723,TRIP.,0000230602,TRIANGLE PACIFIC CORP
010724,3TRDXQ,0000047254,TRIDEX CORP
010725,TBCM,0000351020,TRIBORO COMMUNICATIONS INC
010726,TRB,0000726513,TRIBUNE MEDIA CO
010726,TRBC.1,0000726513,TRIBUNE MEDIA CO
010726,TRCO,0000726513,TRIBUNE MEDIA CO
010726,TRBAB,0000726513,TRIBUNE MEDIA CO
010727,1891B,0000099717,TRIBUNE OIL CORP
010728,TSFC,0000066109,TRIBUNE/SWAB-FOX COS  -CL A
010728,5937B,0000066109,TRIBUNE/SWAB-FOX COS  -CL A
010729,CTN.1,,TRICENTROL CANADA LTD
010730,TCT.1,,TRICENTROL PLC
010731,TRO.1,,TRICO INDUSTRIES
010732,TRCO.1,0000099724,TRICO PRODUCTS CORP
010733,ELXS,0000712843,ELXSI CORP
010734,TMED,0000357001,TRIMEDYNE INC
010735,TRN,0000099780,TRINITY INDUSTRIES INC
010736,3TRTTF,0000801994,TRINITY RESOURCES LTD
010736,7428B,0000801994,TRINITY RESOURCES LTD
010737,1892B,0000099791,TRINITY TRADE CORP
010738,KENWY,,TRIO KENWOOD CORP-ADR
010739,1946B,0001697782,TRIO LABORATORIES INC
010740,TRT,0000732026,TRIO-TECH INTERNATIONAL
010741,TRON.,0000099802,TRION INC
010742,TRCHC,0000099808,TRIPLE CHECK INC
010743,OIL.7,0001009404,TRITON ENERGY LTD
010743,OIL.6,0001009404,TRITON ENERGY LTD
010744,TGL.1,,TRITON GROUP LTD  -OLD
010745,TPHO,,TRIUMPH INDUSTRIES INC
010746,TZC.A,,TRIZEC LTD
010746,TZC.B,,TRIZEC LTD
010746,TZC.2,,TRIZEC LTD
010746,TZC.1,,TRIZEC LTD
010746,9521B,,TRIZEC LTD
010746,9522B,,TRIZEC LTD
010747,TOJ,0000099889,TROPICANA PRODUCTS INC
010748,TTOG,0000099892,TROPIX TOGS INC
010749,TW.,,TRU-WALL GROUP LTD
010750,PEL2,0000099971,TRUNKLINE GAS CO
010751,TJCO,0000099974,TJ INTERNATIONAL INC
010752,TRGA.,0000099978,TRUST CO OF GEORGIA
010753,TRYO,,TRYGON ELECTRONICS INC
010754,TSNG,0000741742,TSENG LABORATORIES INC
010755,TTUAF,0000100084,TUBOS DE ACERO DE MEXICO
010755,TAM.1,0000100084,TUBOS DE ACERO DE MEXICO
010756,TUCK,0000100102,TUCKER DRILLING CO INC
010757,UNS,0000941138,UNS ENERGY CORP
010758,TUF.1,0000100139,TUFTCO CORP
010759,JMT.1,,TULL (J.M.) INDUSTRIES INC
010760,AVST,0001537133,AVAST SOFTWARE NV  -REDH
010761,VNRX,0000093314,VOLITIONRX LTD
010762,LRCX.P,,LAM RESEARCH CORP -PRO FORMA
010764,TLTXQ,0000100166,TULTEX CORP
010765,TLTXQ1,0000100165,TULSTAR FACTORS INC
010766,4121B,0000318011,CANADIAN TURBO INC
010766,CCT.2,0000318011,CANADIAN TURBO INC
010766,TBR.A,0000318011,CANADIAN TURBO INC
010766,TBR.C,0000318011,CANADIAN TURBO INC
010766,7485B,0000318011,CANADIAN TURBO INC
010767,TBD.,0000100205,TURBODYNE CORP
010768,TURF.,0000100217,TURF PARADISE INC
010769,TBS.A,0000100240,TURNER BROADCASTING  -CL B
010769,TBS.B,0000100240,TURNER BROADCASTING  -CL B
010769,TBS,0000100240,TURNER BROADCASTING  -CL B
010770,TUR.2,0000743475,TURNER CORP
010771,5279B,,21ST CENTURY GROUP INC
010772,TUTG,,TUTAG (S.J.) & CO
010773,TTFC.1,,1225 MAPLE CORP
010774,2888A,0000356364,TWENTIETH CENTURY-FOX FILM
010775,TFCS,,TFC TELESERVICES CORP
010776,4567B,0000100373,BRIX MARITIME CO
010777,TWIN,0000100378,TWIN DISC INC
010778,TWN.1,0000100381,TWIN FAIR INC
010779,TWSTQ,,TWISTEE TREAT CORP
010780,3TWOB,,2B SYSTEM INC
010781,3CNPIE.,0000703807,CANNON PICTURES INC
010782,1241B,,25TH STREET CORP
010783,0120A,0000031704,TWENTY SERVICES INC
010784,2519B,,208 SOUTH LA SALLE STREET CP
010785,3TOOT.,,202 DATA SYSTEMS INC
010786,MORW,0000739495,II MORROW INC
010787,TYC,0001608109,TYCO INTERNATIONAL PLC
010788,TYLN,0000317552,TYLAN CORP
010789,TYL,0000860731,TYLER TECHNOLOGIES INC
010790,TYM.1,0000100465,TYMSHARE INC
010791,BTGI,0000317889,BULOVA TECHNOLOGIES GP INC
010792,TYHY,0000100482,TYRONE HYDRAULICS INC
010793,TSN,0000100493,TYSON FOODS INC  -CL A
010793,6525B,0000100493,TYSON FOODS INC  -CL A
010793,TSNU,0000100493,TYSON FOODS INC  -CL A
010794,UACC,,UA COLUMBIA CABLEVISION
010795,3UALAQ,0000100517,UNITED AIRLINES HOLDINGS INC
010795,UAL,0000100517,UNITED AIRLINES HOLDINGS INC
010796,UAP.A.1,,UAP INC  -CL A
010797,UBZC,0000100709,UBZ CORP
010798,UCE,0000217586,UCCEL CORP
010799,3UDCHQ,0000890326,UDC HOMES INC  -LP
010800,UDS.2,0000100536,UDS INC
010801,UGI,0000884614,UGI CORP
010801,UGIC,0000884614,UGI CORP
010802,UIG,0000100511,UI GROUP INC
010803,UIP,,U I P CORP
010804,UMCE,0000100619,UMC ELECTRONICS CO
010805,UPC.1,0000737023,USPCI INC
010806,ECPY,,UBM INC
010807,2912B,,UMF SYSTEMS INC
010808,4485B,0000079482,U.N.A. CORP
010809,UNC,0000276104,UNC INC
010810,FFTIQ,0000315641,FRANKFORT TOWER INDS INC
010811,UOP.1,0000102229,UOP INC
010812,URTXC,,URI THERM-X INC
010813,URS,0000102379,URS CORP
010814,URTSA,0000101461,URT INDUSTRIES INC
010814,3URTSB,0000101461,URT INDUSTRIES INC
010815,FG.2,0000354396,USF&G CORP
010816,USG,0000757011,USG CORP
010817,USC.1,0000750234,USLICO CORP
010818,USM.1,0000102432,USM CORP
010819,USPTS,0000102438,USP REAL ESTATE INVT TRUST
010820,8116B,0000316911,USR INDUSTRIES INC
010821,UTX1,0000102446,UT CREDIT CORP
010822,UTLC,0000102552,UTL CORP
010823,UV,,UV INDUSTRIES INC LIQ TRUST
010824,URC,0000015216,UARCO INC
010825,3UTEN,0000350095,UINTAH ENERGY CORP
010826,3AERI,0000350874,ALLERION INC
010827,MDIZQ,0000318259,MDI INC
010828,HAD1,0000352060,ULTRASYSTEMS INC
010829,2427B,0000100654,UNDERGROUND SURVEYS CORP
010830,UNGR,,UNGERMANN-BASS INC
010831,1963B,0000100714,UNICARE SERVICES INC
010832,UNAM,0000100716,UNICO AMERICAN CORP
010833,1910B,,UNICORN ELECTRICAL PRODUCTS
010834,3LCPH,0000202172,LINCORP HOLDINGS INC
010835,UPE.,,UNICORP FINANCIAL CORP-CL A
010836,2892B,0000104464,UNICORP REALTY INVESTORS INC
010837,UD,0000100620,UNIDYNAMICS CORP
010838,UFST,0000715803,UNIFAST INDUSTRIES INC
010839,UFI,0000100726,UNIFI INC
010840,UNF,0000717954,UNIFIRST CORP
010840,8496B,0000717954,UNIFIRST CORP
010840,UNIF20,0000717954,UNIFIRST CORP
010841,UFX.1,0000100740,UNIFLEX INC
010842,UFLT,0000100742,UNIFLITE INC
010843,UFR,0000740285,UNIFORCE SERVICES INC
010844,2459B,,UNIFUND LEASING  -CL A
010845,,,UNILEVER PLC
010845,UL.1,,UNILEVER PLC
010846,,0000217410,UNILEVER PLC
010846,UNLYF,0000217410,UNILEVER PLC
010846,UN,0000217410,UNILEVER PLC
010846,UL,0000217410,UNILEVER PLC
010847,UMX.,0000100757,UNIMAX CORP
010848,UMED.,0000100759,UNIMED PHARMACEUTICALS INC
010849,UNMTQ,0000100760,UNIMET CORP
010850,UNLL,0000352710,UNIOIL
010851,UNB.2,0000100769,UNION BANCORP INC
010852,RBOT.3,0000356002,UNIMATION INC
010853,UNUL.CM,,UNILEVER GROUP (GBP)
010855,UCC.2,0000100783,UNION CAMP CORP
010856,UCC.1,,UNION CARBIDE CANADA LTD
010857,UK.1,0000100790,UNION CARBIDE CORP
010857,DOW2,0000100790,UNION CARBIDE CORP
010858,UCM.1,0000100812,UNION COMMERCE CORP
010859,UCO.,0000100817,UNION CORP
010860,AEE,0001002910,AMEREN CORP
010861,UESC,,UNION ELECTRIC STEEL
010862,SE2,,UNION GAS LTD
010862,SE3,,UNION GAS LTD
010862,UNG.PR.C,,UNION GAS LTD
010862,UNG.PR.D,,UNION GAS LTD
010863,DUK7,0000100858,DUKE ENERGY KENTUCKY
010864,UNBC.,,UNION NATL CORP-PENNSYLVANIA
010865,UCN.,,UNION OIL CO OF CANADA LTD
010866,BNPC,,STREAM S&P DYNAMIC ROLL GLBL
010867,UNP,0000100885,UNION PACIFIC CORP
010868,UPC.,0000100893,UNION PLANTERS CORP
010869,USMA,0001058633,UNION SPECIAL CORP
010870,4168A,0000100923,UNION TANK CAR CO
010871,GFOO,0001510518,GENUFOOD ENERGY ENZYMES CORP
010872,2055A,0000100940,UNION TRUST INC
010873,R.1,0000100968,UNIROYAL INC
010874,3UNIS,0000100978,UNISERVICE CORP
010875,UNIIQ,0000102115,UNISHELTER INC
010876,1897B,0000100986,UNISYSTEMS INC
010877,UNTCQ,0000798949,UNIT CORP
010877,UNTC,0000798949,UNIT CORP
010878,UAP,0000101006,UNITED AIRCRAFT PRODUCTS INC
010879,5189B,0000313646,UNITED AMERICAN ENERGY INC
010880,UAECA,0000849493,UNITED ARTISTS ENT  -CL A
010880,5403B,0000849493,UNITED ARTISTS ENT  -CL A
010880,UAECB,0000849493,UNITED ARTISTS ENT  -CL A
010880,6296B,0000849493,UNITED ARTISTS ENT  -CL A
010881,UAS,0000101024,UNITED ASBESTOS INC
010881,8956B,0000101024,UNITED ASBESTOS INC
010883,UBKS,,UNITED BANKS OF COLORADO
010884,CQB.,0000101063,CHIQUITA BRANDS INTL INC
010884,CQB,0000101063,CHIQUITA BRANDS INTL INC
010884,CQB.WS,0000101063,CHIQUITA BRANDS INTL INC
010885,UCT,0000101074,UNITED CABLE TELEVISION
010887,4604B,,UNITED CANSO OIL & GAS-OLD
010887,UTC.1,,UNITED CANSO OIL & GAS-OLD
010888,UCIT,0000101105,UNITED CITIES GAS CO
010889,UCFNQ,0001162689,UNITED COS FINANCIAL CORP
010890,UNETE,,UNITED ENERGY TECH INC
010891,UCSL,,UNITED CONSOLIDATED INDS INC
010892,UHSP,,UNITED CONVALESCENT HOSPITAL
010893,UNC.1,,UNITED CORP
010894,UDR,0000074208,UDR INC
010894,UDR.PB,0000074208,UDR INC
010894,UDM,0000074208,UDR INC
010894,UDR.PG,0000074208,UDR INC
010895,UESSQ,0000814069,UNITED EDUCATION & SOFTWARE
010896,OXY4,,UNITED ENERGY RESOURCES
010897,UFL,,UNITED FINANCIAL OF CALIF
010898,UFVA,,UNITED FINANCIAL CP OF VA
010899,UFD.A,0000728258,UNITED FOODS  -CL A
010899,UFD.B,0000728258,UNITED FOODS  -CL A
010900,OXY5,0000101228,UNITED GAS PIPELINE CO
010901,5500B,0000225966,UNITED GROCERS INC
010902,UG,0000101295,UNITED-GUARDIAN INC
010903,UNH,0000731766,UNITEDHEALTH GROUP INC
010904,UHRFE,0000320336,UNITED HEARNE RESOURCES LTD
010904,UHR.,0000320336,UNITED HEARNE RESOURCES LTD
010905,UIL,0001082510,UIL HOLDINGS CORP
025756,7335B,0001474432,PURE STORAGE INC
010906,UIC,0000101271,UNITED INDUSTRIAL CORP
010907,UI.1,0000101281,UNITED INNS INC
010908,FON8,,UNITED INTER-MOUNTAIN TEL CO
010909,SUB.2,0000101320,SUMMIT BANCORP
010910,UKH.,,UNITED KENO HILL MINES LTD
010912,UNTO,,UNITED MARINE INDUSTRIES INC
010913,UGIL,,UNITED MC GILL CORP
010914,UM.,0000352997,UNITED MEDICAL CORP
010915,3UMMF,0000101357,UNITED MERCHANTS &MFRS
010916,UMBF,0000101382,UMB FINANCIAL CORP
010917,UMH,0000752642,UMH PROPERTIES INC
010917,UMH.PA,0000752642,UMH PROPERTIES INC
010917,UMH.PB,0000752642,UMH PROPERTIES INC
010917,UMH.PC,0000752642,UMH PROPERTIES INC
010917,UMH.PD,0000752642,UMH PROPERTIES INC
010918,UNT.1,,UNITED NATIONAL CORP
010919,1139B,0000101418,UNITED OVERTON CORP
010920,UPS,0001090727,UNITED PARCEL SERVICE INC
010920,1974B,0001090727,UNITED PARCEL SERVICE INC
010921,UPK,0000101424,UNITED PARK CITY MINES
010922,UPII.,,UNITED PERFORMANCE INDS INC
010923,UPET.,0000312035,UNITED PETROSEARCH INC
010924,UPD,0000101435,UNITED PIECE DYE WORKS
010925,URE.1,,UNITED REFINING CO-OLD
010926,2021B,0000101487,UNITED SCIENTIFIC CORP
010927,USO.2,,UNITED SISCOE MINES INC
010928,USII,,UNITED SOFTWARE INDS INC
010929,USAS.1,0000708581,UNITED SOLAR ASSOCIATES INC
010930,UAMY,0000101538,U S ANTIMONY CORP
010931,USBC.,0000101542,U S BANCORP-OLD
010932,USBN.,,U S BANKNOTE CORP-OLD
010933,UBCO,,U S BORAX & CHEMICAL
010934,3AICH.,0000842570,AMERICAN CAPITAL HOLDINGS
010935,USDC.,0000352418,U S DESIGN CORP
010936,4094B,,U S ELECTRICAR CORP
010937,3USEL,,U S ELECTRONICS GROUP
010938,USEG,0000101594,US ENERGY CORP
010939,3ESPO,0000230624,ESPERO ENERGY CORP
010940,USEN.,,U S ENVELOPE CO
010941,2056B,,U S EQUITY & MORTGAGE TRUST
010942,USEX,,US EXPLORATION CORP
010943,USF.1,,U S FILTER CORP-OLD
010944,UFN.,,U S FINANCIAL INC
010945,URT.,0000732678,UNITED REALTY INVESTORS INC
010946,3UAWGQ,,US AIRWAYS GROUP INC-OLD
010946,3UAIRQ,,US AIRWAYS GROUP INC-OLD
010946,3USABQ,,US AIRWAYS GROUP INC-OLD
010947,USHR.,,U S HEALTH & RECREATION INC
010948,USHC,0000711405,U S HEALTHCARE INC
010948,5382B,0000711405,U S HEALTHCARE INC
010949,USHI,0000726494,U S HEALTH INC
010950,UH,0000101640,U S HOME CORP
010951,1444B,,U S HOMES INC
010952,USI.1,,U S INDUSTRIES
010953,2010B,,U S LAND RESOURCES INC
010954,USL1,,U S LEASING CORP
010955,F2,,USL CAPITAL CORP
010956,USL.1,,U S LINES CO-N J
010957,2493B,0000101693,U S MAGNET & ALLOY CORP
010958,USMD.,0000745368,U S MEDICAL ENTERPRISES INC
010959,USMI.1,,U S MINERAL & ROYALTY CORP
010960,USMX,0000315523,USMX INC
010960,USM.,0000315523,USMX INC
010961,USMR.1,,U S MUTUAL FINL CORP-OLD
010962,USF.,,U S NATURAL RESOURCES INC
010963,USOLE,0000101725,U S OIL CO
010964,USPC.,0000079406,U S PLAYING CARD CORP
010965,UTY.1,,U S REALTY INVESTMENTS
010966,UST.,,U S REDUCTION CO
010967,USU.,,U S RUBBER RECLAIMING CO
010968,3USSS,,U S SHELTER
010969,USR.1,0000101771,U S SHOE CORP
010970,MROX.CM,,USX CORP-CONSOLIDATED
010971,USUG,0000101785,U S SUGAR CORP
010972,USS.2,0000101788,U S SURGICAL CORP
010973,USTL.,,U S TELEPHONE INC
010974,UST.1,0000811669,UST INC
010975,UTRK.,,U S TRUCK LINES INC-DEL
010976,USW.P,0001054522,U S WEST INC-PROJECTED
010977,USW.W,,U S WEST INC-PREDIVEST
010978,UTC.2,0000936301,U S TRUST CORP
010979,USVRQ,,U S VACATION RESORTS INC
010980,USMG.CM,,U S WEST  -CONSOLIDATED
010981,ESND,0000355999,ESSENDANT INC
010981,9439B,0000355999,ESSENDANT INC
010982,COWP,0000101821,CANAL CAPITAL CORP
010983,RTX,0000101829,RTX CORP
010984,S.3,0000101830,SPRINT CORP
010984,FXN.1,0000101830,SPRINT CORP
010984,SDE.2,0000101830,SPRINT CORP
010984,1832B,0000101830,SPRINT CORP
010984,1834B,0000101830,SPRINT CORP
010984,S.4,0000101830,SPRINT CORP
010985,FON4,0000037664,SPRINT FLORIDA INC
010986,FON7,0000101838,UNITED TELEPHONE CO-INDIANA
010987,FON5,0000101839,UNITED TELEPHONE CO-OHIO
010988,FON6,0000101841,UNITED TELEPHONE CO-PA
010989,UTEL,,UNITED TELECONTROL ELECTRS
010990,UTVI,0000352942,UNITED TELEVISION INC
010991,LNW,0000750004,LIGHT & WONDER INC
010992,CF.7,0000101880,CRESTAR FINANCIAL CORP
010993,UWR,0000715969,UNITED WATER RESOURCES
010994,DLOV,0000746967,DALECO RESOURCES CORP
010994,2158B,0000746967,DALECO RESOURCES CORP
010995,UWST.,0000230626,UNITED WESTERN CORP
010996,UWEN,0000310587,UNITED WESTERN ENERGY CORP
010997,UTK.,0000101902,UNITEK CORP
010998,UTLV,0000740103,UNITEL VIDEO INC
010999,UTL,0000755001,UNITIL CORP
011000,WYCC,,WORRY FREE HOLDINGS CO
011001,UTR.,0000101911,UNITRODE CORP
011002,UBU,,UNITY BUYING SERVICE
011003,UVX,0000101929,UNIVAR CORP
011004,UNAR,0000101937,UNIVERSAL AIRLINES CO
011005,1455B,0000101957,UNIVERSAL CHEMICALS INC
011006,UCG,0000101959,UNIVERSAL CIGAR CORP
011007,5851B,0000000051,UC CORP
011008,UCR.2,0000101967,UNIVERSAL CONTAINER CORP
011009,3UVDY,0000081846,UNIVERSAL DYNAMICS INC
011010,CANRQ,0000310316,CANARGO ENERGY CORP
011011,2566B,,UNIVERSAL FINANCIAL SERVICES
011012,SXT,0000310142,SENSIENT TECHNOLOGIES CORP
011013,TYTN,0000315375,UNIVERSAL FUELS CO
011014,UFURF,0000725571,UNIVERSAL FURNITURE  -ORD
011015,1627B,,UNIVERSAL HOUSING & DEV CO
011016,UNIN.,0000102021,UNIVERSAL INSTRUMENTS CORP
011017,UVV,0000102037,UNIVERSAL CORP/VA
011017,UVVZP,0000102037,UNIVERSAL CORP/VA
011018,UFMG,0000102049,UNIVERSAL MANUFACTURING CO
011019,UVC.,,UNIVERSAL MARION CORP
011020,UVMM,0000102054,UNIVERSAL METALS & MACHY INC
011022,UMUKY,0000722570,FINANCIAL SYSTEMS TECHNOLOGY
011023,UPUB,,UNIVERSAL PUBLISHING & DISTR
011024,UVR,,UNIVERSAL RESOURCES
011025,URI.,,UNIVERSAL-RUNDLE CORP
011026,USL.,,UNIVERSAL SECTIONS LTD
011027,UUU,0000102109,UNIVERSAL SECURITY INSTRUMNT
011028,UNTL.,0000102125,UNIVERSAL TELEPHONE INC
011029,3MIBUE,0000729639,MINORITY BUSINESS ENT  -CL A
011029,5090B,0000729639,MINORITY BUSINESS ENT  -CL A
011030,TVL.2,0000102138,THERMO VOLTEK CORP
011031,5922B,0001444914,UNIVERSAL INTL INC
011031,6752B,0001444914,UNIVERSAL INTL INC
011031,5911B,0001444914,UNIVERSAL INTL INC
011031,UNIV.,0001444914,UNIVERSAL INTL INC
011032,UHS,0000352915,UNIVERSAL HEALTH SVCS INC
011032,UHID,0000352915,UNIVERSAL HEALTH SVCS INC
011032,6671B,0000352915,UNIVERSAL HEALTH SVCS INC
011032,6672B,0000352915,UNIVERSAL HEALTH SVCS INC
011033,3UGENE,,UNIVERSITY GENETICS
011033,5846B,,UNIVERSITY GENETICS
011034,3UGPH,0000102163,UNIVERSITY GRAPHICS INC
011035,CTTC,0000102198,CALMARE THERAPEUTICS INC
011036,UVS,,UNIVIS INC
011037,UNWS,0000353395,UNIWEST FINANCIAL CORP
011038,UCL.1,0000716039,UNOCAL CORP
011039,UPRI,,UP-RIGHT INC
011040,PNU.1,0000949573,PHARMACIA & UPJOHN INC
011041,UC.2,,UPPER CANADA RESOURCES
011042,UPEN,0000838868,UPPER PENINSULA ENERGY CORP
011043,UPDN,,UPS'N'DOWNS
011044,UPSNQ,0000037845,UPSON CO
011045,3UTWN,0000102267,UPTOWNER INNS INC
011046,2560B,,URANIUM KING CORP
011047,URB.1,0000102373,URIS BUILDINGS CORP
011048,USEN.1,,USENCO INC
011049,USH.1,0000102420,USLIFE CORP
011050,UC.1,0000102475,UTAH INTERNATIONAL INC
011051,UTMD,0000706698,UTAH MEDICAL PRODUCTS INC
011052,UTP,0000102491,UTAH POWER & LIGHT
011053,3UTAH,0000353793,UTAH RESOURCES INTL INC
011054,GEOW,0000102499,GEOWASTE INC
011055,VLIS,0000353628,VLI CORP
011056,ILA,0000066960,AQUILA INC
011056,ILA.2,0000066960,AQUILA INC
011057,2728B,0000217440,UTILITY VERIFICATION CORP
011058,3VBAN,0000731181,V BAND CORPORATION
011059,VCA.1,0000103121,VCA CORP
011060,VFC,0000103379,VF CORP
011061,VLN.1,0000103796,VLN CORP
011062,VLSI,0000704386,VLSI TECHNOLOGY INC
011062,4930B,0000704386,VLSI TECHNOLOGY INC
011063,SMX.3,0000713412,SYSTEMS CENTER INC
011064,VMXI,0000700816,VMX INC
011065,VSEC,0000102752,VSE CORP
011066,VSI.1,,VSI CORP
011067,VSL.,,VERSA SERVICES LTD
011068,VTNO,0000103958,VTN CORP
011069,VTR.1,0000103960,VTR INC
011070,3VTSI.,0001100091,ALDEROX INC
011070,AROX,0001100091,ALDEROX INC
011071,3VSPA,0000087992,VACATION SPA RESORTS
011072,1520B,0000102582,VACCO INDUSTRIES
011073,1466B,,VACU-BLAST CORP
011074,SWHI.,0000102588,SONOMA WEST HOLDINGS INC
011075,VAHO,0000102604,VAHLSING INC
011076,VAIL.,,VAIL ASSOCIATES
011077,VDI,,VAL D'OR INDUSTRIES INC
011078,1621B,0000102625,VALDAK CORP
011079,VLO.1,,VALERO ENERGY CORP-OLD
011080,VLO1,0000703656,VALERO NATURAL GAS CO
011081,1303B,0000102642,VALERON CORP
011082,5003B,0000318018,VALEX PETROLEUM INC
011083,VLID,0000706314,VALID LOGIC SYSTEMS INC
011084,VALN.1,0000312907,VALLEN CORP
011085,VLE.1,,VALLE'S STEAK HOUSE
011086,4107A,,VALLEY CABLE TV
011087,3VALL,0000102678,VALLEY FAIR CORP
011088,VF,0000102680,VALLEY FORGE CORP
011089,3VLYI,0000102695,VALLEY INDUSTRIES
011090,VNCP,0001074011,VALLEY NATIONAL CORP ARIZONA
011091,VR.2,0000102710,VALLEY RESOURCES INC
011092,VLAB.,0000102724,VALLEYLAB INC
011093,VMI.1,0000102727,VALMAC INDUSTRIES INC
